emp_no,birth_date,first_name,last_name,gender,hire_date
12015,26-08-1954,Kensei,Guenter,M,04-01-1999
12016,16-03-1960,Charlene,Schaaf,F,28-07-1991
12017,24-11-1962,Tsutomu,Rijsenbrij,F,21-06-1992
12018,23-12-1956,Fai,Morton,F,23-07-1990
12021,11-03-1955,Chikara,Rahimi,M,30-09-1991
12022,15-04-1956,Herbert,Kaltofen,M,18-04-1992
12023,05-07-1954,Chuanyi,Eppinger,M,08-12-1994
12024,09-11-1952,Mayumi,Lanzelotte,M,03-11-1997
12028,21-11-1952,Ingemar,Walstra,M,02-09-1992
12030,02-06-1953,Shuky,Cromarty,M,24-06-1996
12034,15-04-1954,Aemilian,Piazza,M,31-10-1993
12035,19-08-1956,Moss,Speer,M,09-12-1992
12040,24-03-1955,Bluma,Kermarrec,F,29-12-1993
12041,12-01-1959,Val,Marsiglia,M,09-08-1990
12042,02-08-1959,Torsten,Swan,F,19-05-1995
12043,11-12-1952,Masaki,Lubachevsky,M,03-04-1991
12044,16-08-1955,Rance,Hemaspaandra,F,19-04-1990
12045,03-02-1962,Mototsugu,Boguraev,F,19-08-1990
12046,16-05-1961,Xiong,Ranum,F,13-01-1996
12047,16-01-1954,Jordanka,Ligten,M,19-01-1992
12054,08-04-1954,Odysseas,Braccini,M,03-01-1994
12055,16-03-1952,Rutger,Kilgore,F,22-06-1990
12059,29-06-1959,Christfried,Kalefeld,F,23-05-1991
12060,25-03-1955,Toshimi,Antonakopoulos,M,21-06-1996
12063,06-07-1955,Lein,Bale,F,24-07-1994
12068,19-11-1963,Valery,Frezza,M,12-05-1990
12071,17-08-1959,Udi,Barinka,F,17-09-1990
12073,15-04-1956,Miyeon,Rubsam,M,10-11-1990
12074,14-01-1957,Mahmut,Bugaenko,M,07-09-1994
12077,17-11-1954,Steve,Hutton,F,30-01-1994
12078,16-05-1959,Gen,Bridgland,F,14-11-1993
12080,16-10-1953,Panayotis,Feinberg,M,17-05-1993
12081,05-06-1956,Wanqing,Prenel,M,03-04-1992
12084,13-02-1962,Morris,Krohm,F,30-05-1996
12090,27-03-1955,Shigenori,Angelopoulos,F,24-07-1998
12093,02-07-1952,Evgueni,Oxenboll,F,19-01-1994
12095,24-05-1953,Fai,Smeets,F,04-04-1990
12096,12-04-1964,Weiwu,Schlenzig,M,17-08-1994
12098,12-08-1957,Pranay,Eugenio,M,21-01-1991
12102,14-10-1952,Aron,Erde,M,10-06-1990
12104,26-03-1955,Dulce,Kohling,F,20-10-1996
12105,14-01-1961,Christfried,Lorcy,F,02-02-1990
12106,01-10-1956,Zissis,Cangellaris,M,24-10-1995
12108,14-06-1963,Akeel,Frezza,M,13-12-1992
12110,18-09-1963,Raimond,Tempesti,F,26-06-1995
12111,11-04-1962,Shakhar,Oberman,M,13-06-1993
12114,05-11-1954,Shiv,Rubsam,M,15-08-1991
12116,18-08-1961,Atreye,Levergood,M,22-06-1993
12117,22-07-1956,Zvonko,Rosaz,F,01-02-1999
12119,26-07-1958,Sachin,Peot,M,06-02-1992
12126,14-10-1963,Vugranam,Parveen,M,01-12-1992
12129,21-06-1959,Hairong,Isaac,M,07-12-1992
12132,02-01-1960,Nigel,Talmon,F,18-12-1993
12133,15-12-1960,Waiman,Sewelson,F,20-07-1991
12135,26-06-1961,Aiman,Rikino,F,21-03-1993
12137,06-10-1959,Palash,Hopewell,F,05-09-1992
12138,02-09-1953,Takahito,Brender,F,31-10-1992
12140,30-07-1952,Xudong,Paciorek,M,15-11-1996
12141,11-02-1956,Shmuel,Gente,F,15-01-1992
12142,19-08-1957,Ronghao,Busillo,M,23-04-1991
12143,25-04-1956,Zeljko,Denti,F,06-01-1996
12144,29-01-1962,Babette,Beausoleil,M,21-10-1990
12148,08-08-1952,Hidde,Garigliano,F,22-03-1996
12150,06-09-1963,Dekang,Boissier,M,25-06-1991
12151,30-05-1963,Takahiro,Sigstam,M,16-04-1990
12152,18-01-1964,Amalendu,Nyrup,M,13-06-1992
